ENERGY	2009	128294396544	0.121150306849	15999.3316709
ENERGY	2010	114088132108	0.430646013843	25226.0689571
ENERGY	2011	106612239262	0.0650814327773	43458.5590842
ENERGY	2012	95629332858	-0.0444243912415	37917.9842268
ENERGY	2013	81600415563	0.22860101899	47800.2016473
ENERGY	2014	106560824963	-0.474943814056	55216.8988355
ENERGY	2015	137257164987	-0.736273913676	40040.2445175
ENERGY	2016	154175022878	-0.0566601445366	20829.8356927
ENERGY	2017	138420937826	-0.701305999963	9613.03758328
ENERGY	2018	101928640574	0.0826130448165	7915.81553331
FINANCE	2004	44979537816	0.173749101579	56683.4508382
FINANCE	2005	49407020954	0.00699789026246	59661.3171307
FINANCE	2006	57645448704	-0.45289488791	68504.3288802
FINANCE	2007	101589497287	-0.142835343797	33942.7285754
FINANCE	2008	201248375464	-0.518153205276	21662.6561887
FINANCE	2009	332408827136	0.127522227448	13922.7699645
FINANCE	2010	226295243740	-0.0913821306837	36034.3395416
FINANCE	2011	227354131069	-0.410748442712	35346.9027169
FINANCE	2012	197672931016	-0.0486102630262	25982.5899229
FINANCE	2013	157690535699	-0.837741413939	123322.785659
FINANCE	2014	139964737502	-0.542428310474	142897.296577
FINANCE	2015	146254480644	-0.460625516461	64329.3747733
FINANCE	2016	172624357816	-0.103981193193	45157.3266233
FINANCE	2017	142711589240	-0.404190899867	37018.6979478
FINANCE	2018	96806723197	0.0413671336544	34722.4909772
HEALTH CARE	2004	63110406513	-0.145303514259	103751.311505
HEALTH CARE	2005	63778687627	-0.338735501735	106612.837494
HEALTH CARE	2006	72928972539	-0.410964708176	112791.415439
HEALTH CARE	2007	87170851524	-0.456892045931	51673.4157887
HEALTH CARE	2008	104076182275	-0.582880726455	20249.5904033
HEALTH CARE	2009	108767259654	0.0587334952348	17116.4958708
HEALTH CARE	2010	103166513190	-0.666966104486	21643.696624
HEALTH CARE	2011	101354227061	-0.170653721798	17689.6928367
HEALTH CARE	2012	90016462879	-0.0189584420362	16302.4969044
HEALTH CARE	2013	100831756225	-0.129830523675	23217.3553942
HEALTH CARE	2014	108986785858	-0.0662957454374	30174.1654717
HEALTH CARE	2015	125554487028	-0.139417628569	31498.9207575
HEALTH CARE	2016	137133138552	-0.718598339861	20722.0855992
HEALTH CARE	2017	143731223097	0.145027513328	20098.2935007
HEALTH CARE	2018	108135044247	0.151180611704	23780.7114691
MISCELLANEOUS	2004	18427942979	0.140986512401	1234.13917615
MISCELLANEOUS	2005	20172692716	1.22631571152	2567.30921165
MISCELLANEOUS	2006	22753346666	-0.235059011124	3037.14602403
MISCELLANEOUS	2007	30537810228	0.147035450098	2536.61750967
MISCELLANEOUS	2008	45357011592	-0.4258693855	1852.93852718
MISCELLANEOUS	2009	39333381133	-0.2621435698	1923.5141268
MISCELLANEOUS	2010	35607063472	-0.325722389869	2496.37889334
MISCELLANEOUS	2011	32044175109	-0.467408199195	3037.89158793
MISCELLANEOUS	2012	28333856517	0.00258660015766	2961.55081842
MISCELLANEOUS	2013	27208714081	0.490585648671	3883.90093555
MISCELLANEOUS	2014	32106954887	0.0381890201391	4812.30307995
MISCELLANEOUS	2015	30339739447	0.00225049521425	5329.45853776
MISCELLANEOUS	2016	34217247694	0.143192913413	5556.65176014
MISCELLANEOUS	2017	32526143015	0.269024440442	5836.16155442
MISCELLANEOUS	2018	24793547815	0.103985563932	8512.86945829
PUBLIC UTILITIES	2004	28589711906	0.24614724633	5548.92081004
PUBLIC UTILITIES	2005	32038447002	-0.516781879753	4957.03260078
PUBLIC UTILITIES	2006	39883074886	0.174298899872	3837.58337261
PUBLIC UTILITIES	2007	50256979051	0.0703705024827	4949.0625507
PUBLIC UTILITIES	2008	69203977327	-0.320770086537	4240.77968872
PUBLIC UTILITIES	2009	70087349201	0.117603390605	3462.83992711
PUBLIC UTILITIES	2010	70396522365	-0.13479942024	11620.6894717
PUBLIC UTILITIES	2011	75219416736	-0.303188515172	23801.9245456
PUBLIC UTILITIES	2012	69648184996	0.209017025176	23178.9351127
PUBLIC UTILITIES	2013	65102380365	-0.218905651967	20655.2467308
PUBLIC UTILITIES	2014	66291639646	0.284302152135	19164.087463
PUBLIC UTILITIES	2015	72338943715	0.769236104932	25722.9382878
PUBLIC UTILITIES	2016	77484596855	-0.0254784606968	32960.7908082
PUBLIC UTILITIES	2017	69388139944	-0.330096324513	29435.1023015
PUBLIC UTILITIES	2018	51024537253	1.00497999003	12979.3801647
TECHNOLOGY	2004	223368677466	-0.736210406414	20522.8267355
TECHNOLOGY	2005	237984960404	-0.241754767331	9780.41919506
TECHNOLOGY	2006	262122136178	-0.336081578938	8563.76362656
TECHNOLOGY	2007	287003755938	0.567732111709	14050.9357445
TECHNOLOGY	2008	341560370607	-0.636649279145	8490.55133634
TECHNOLOGY	2009	262961418022	0.624080320956	6587.1555388
TECHNOLOGY	2010	265995298178	-0.102768157338	8026.15575966
TECHNOLOGY	2011	262795617165	-0.141621159319	10706.053948
TECHNOLOGY	2012	242129346817	-0.112065284608	9460.33301963
TECHNOLOGY	2013	241294314787	0.329208093418	12028.101456
TECHNOLOGY	2014	213718777003	-0.0912747714762	15632.2525431
TECHNOLOGY	2015	191661242445	-0.0541293084241	16588.7753411
TECHNOLOGY	2016	200322257697	0.0601321105282	16373.7877496
TECHNOLOGY	2017	206308126975	0.262607402087	20815.0153031
TECHNOLOGY	2018	155894080644	0.150506159114	25605.4604665
TRANSPORTATION	2004	10146574000	0.515037995425	178331.424145
TRANSPORTATION	2005	11779550500	-0.146704355972	340055.519402
TRANSPORTATION	2006	15731458900	-0.151766153441	274849.277706
TRANSPORTATION	2007	22648103900	-0.46186661812	265694.039243
TRANSPORTATION	2008	34045323700	-0.786387559503	132757.393108
TRANSPORTATION	2009	32166875600	-0.584926208871	30177.2040002
TRANSPORTATION	2010	25103251800	-0.303416189362	12413.838702
TRANSPORTATION	2011	24018175100	-0.139565143921	7174.06353216
TRANSPORTATION	2012	20500094900	-0.0801493146899	5988.82180978
TRANSPORTATION	2013	20484526900	-0.272792952579	7179.71885421
TRANSPORTATION	2014	24014045100	-0.21019493505	4556.37285008
TRANSPORTATION	2015	26978967802	-0.104299008234	3604.19726274
TRANSPORTATION	2016	26396056641	-0.0502914786479	17536.6285573
TRANSPORTATION	2017	24750549271	-0.990308477889	8340.12060798
TRANSPORTATION	2018	15782363800	0.00867988099714	4245.20387054
