MNST	1633.403876162613	0.0305979158729315	70.2200012207031	7347898.820800309
AMZN	383.28032677016364	4.14583349227905	1925.0	7868702.732871439
AAPL	371.46031946710815	0.482142865657806	219.179992675781	1.2139855819861431E8
CTSH	363.12801161117534	0.14583332836628	85.0999984741211	6272137.933070866
CELG	249.2400008491848	0.171875	147.169998168945	8002695.573518091
WP	240.1249887775635	0.0500000007450581	96.5100021362305	1270066.1693386773
MED	137.33230356069723	0.093699999153614	229.199996948242	223768.30913923532
NVR	117.86700148809501	21.625	3700.0	56463.74133949192
ANSS	100.77143205915199	1.375	184.949996948242	482841.4051973051
TSCO	95.08678164724577	0.40625	97.25	1592298.5370548605
